號碼,選區,許智峯,鄭達鴻,楊雪盈,徐子見,袁嘉蔚,彭卓棋,梁晃維,黃碧雲,何啟明,毛孟靜,岑子杰,安德里,劉偉聰,張崑陽,馮達浚,劉澤鋒,胡志偉,譚文豪,施德來,譚得志,黃之鋒,李嘉達,尹兆堅,郭家麒,吳敏兒,譚凱邦,朱凱廸,黃子悅,伍健偉,張可森,林卓廷,楊岳橋,柯耀林,李芝融,范國威,梁國雄,陳志全,林景楠,何桂藍,劉頴匡,呂智恆,鄒家成,涂謹申,鄺俊宇,李予信,岑敖暉,王百羽,票站位置1,票站位置2,設實體投票
R10,乙泉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,138,2,0,44,60,96,23,147,244,35,89,33,409,7,173,106,乙明邨明耀樓1樓107舖,,Y
R12,新田圍,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,102,1,1,23,47,77,20,139,136,22,102,34,324,5,188,85,新田圍邨富圍樓地下108室,,Y
R13/R18,翠田/田心,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,486,8,5,190,167,328,83,508,465,91,318,203,1327,39,657,284,沙田隆亨邨榮心樓102室（隆亨房署對面）,,
R14,顯嘉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,271,8,6,84,117,196,49,291,725,54,148,152,1039,26,506,186,顯徑邨顯祐樓地下8號,,
R15/R21,下城門/松田,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,200,0,0,47,90,125,25,212,317,65,244,75,710,11,340,168,美田邨美庭樓地下一號,,
R17,徑口,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,308,111,2,92,127,173,47,328,406,48,174,177,912,31,448,214,沙田大圍顯徑邨顯慶樓地下4室,,
R19,翠嘉,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,531,15,7,287,246,376,102,641,601,121,406,330,1646,51,876,393,沙田新翠邨新明樓地下129室,,
R20,大圍,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,664,499,7,4,171,213,298,83,536,529,120,487,385,1607,51,789,366,大圍美林邨美楓樓B152號地下,,
R22/R23,穗禾/火炭,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,753,4,5,169,175,285,100,550,449,85,240,291,1231,111,789,238,火炭坳背灣街57-59號利達工業中心地下3號舖,,
R25,海嵐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122,272,4,7,72,79,148,34,190,201,38,128,95,553,30,279,132,馬鞍山欣安邨欣喜樓地下DB01室,,
R26,頌安,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305,533,14,7,143,200,466,141,552,535,120,369,247,1534,37,826,384,新界馬鞍山頌安邨頌智樓地下DB01室,,
R28,馬鞍山市中心,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,456,915,18,5,236,293,702,267,947,816,157,489,403,2260,55,1227,462,馬鞍山鞍祿街公園對出空地(近新港城3期),,
R29,烏溪沙,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,297,4,2,74,76,217,51,327,237,65,115,104,589,17,370,136,馬鞍山烏溪沙村一巷38號地下,,
R31,富龍,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,379,533,5,4,116,174,477,130,452,482,100,286,289,1539,31,751,315,錦泰商場地下15號,,
R32,錦英,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,324,9,3,141,107,273,101,440,309,71,213,159,883,27,496,214,沙田馬鞍山富寶花園商場平台R1號舖,,
R34,恆安,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,182,9,3,34,82,142,67,223,234,42,135,42,570,11,270,150,富輝花園商場一樓72A號,,
R35,大水坑,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,357,4,7,76,100,192,54,302,273,66,165,122,674,21,402,154,馬鞍山恆安邨恆星樓地下7號,,Y
R36,鞍泰,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,194,536,6,2,115,156,380,109,408,351,59,233,193,1125,33,590,231,馬鞍山富安花園商場富安廊地下18B27號舖,,
R37,愉欣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,557,2,4,146,205,307,93,470,509,53,192,213,1178,54,688,235,沙田圓洲角源順圍2號冠華大廈地下A13舖,,
R39,碧湖,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,489,3,10,117,146,241,66,470,430,82,231,165,1089,48,623,230,沙田石門安群街3號京瑞廣場第一期地下G10號舖,,
R40/R41,廣康/廣源,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324,813,4,15,155,244,429,145,703,790,120,337,272,1844,57,936,402,沙田廣源商場759後,,
FC_E,衛生服務界,150,49,26,41,126,12,100,15,7,61,177,2,46,153,45,8,27,134,2,41,231,82,29,48,36,27,213,87,63,143,48,92,5,2,35,29,45,29,154,139,29,68,0,0,0,0,0,N/A,,
P_HKI,港島實體票,832,201,136,174,215,39,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351,700,56,406,62,N/A,,
P_KLW,九西實體票,0,0,0,0,0,0,0,953,858,507,1526,60,328,672,178,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569,2049,67,990,156,N/A,,
P_KLE,九東實體票,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,989,1183,30,676,1351,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,2365,62,892,201,N/A,,
P_NTW,新西實體票,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,527,414,134,1422,574,276,555,0,0,0,0,0,0,0,0,0,0,0,0,535,2356,56,1055,419,N/A,,
P_NTE,新東實體票,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1303,1063,53,18,392,348,535,111,546,491,223,250,1043,2585,78,1072,257,N/A,,
