號碼,選區,選民人數,投票率,黃潤達,尹兆堅,高志輝,周永勤,鄭松泰,鄺官穩,田北辰,何君堯,梁志祥,郭家麒,黃浩銘,李卓人,黃俊傑,麥美娟,馮檢基,陳恒鑌,張慧晶,呂智恆,湯詠芝,朱凱廸,總有效,無效,非建制,建制,得票率差,黃潤達%,尹兆堅%,高志輝%,周永勤%,鄭松泰%,鄺官穩%,田北辰%,何君堯%,梁志祥%,郭家麒%,黃浩銘%,李卓人%,黃俊傑%,麥美娟%,馮檢基%,陳恒鑌%,張慧晶%,呂智恆%,湯詠芝%,朱凱廸%
K01*,德華,7806,60.26%,149.132598781472,288.647225960725,4.50211153307081,7.99923262219506,328.197702590948,0.57220936300259,501.506072805975,218.240460707649,34.7933415440317,413.672844920337,241.798339526223,228.757346469463,65.9226120789082,235.834535992975,120.897560696407,1239.40384893005,8.87810391474744,4.11333311574404,21.8119513993466,547.870598103579,4662.55203105685,41.0338639566404,51.71%,48.10%,3.60%,3.20%,6.19%,0.10%,0.17%,7.04%,0.01%,10.76%,4.68%,0.75%,8.87%,5.19%,4.91%,1.41%,5.06%,2.59%,26.58%,0.19%,0.09%,0.47%,11.75%
K02*,楊屋道,8094,64.16%,167.485384239092,284.835870360505,5.32533178951992,12.5720977909632,394.032659203916,2.45058816560715,431.462460929418,162.882378124828,27.4587709903997,487.938867764751,228.032693169189,209.806947089762,58.4760883235113,170.862732857738,145.875145517012,1637.73458436322,11.5434611591171,7.73953296543348,24.0562760802324,683.655555858598,5154.22742674281,39.1173508106015,52.23%,47.55%,4.68%,3.25%,5.53%,0.10%,0.24%,7.64%,0.05%,8.37%,3.16%,0.53%,9.47%,4.42%,4.07%,1.13%,3.32%,2.83%,31.77%,0.22%,0.15%,0.47%,13.26%
K03*,海濱,10513,71.96%,192.801474710628,480.906234981125,8.89579808552067,11.5228978649689,646.174450403686,3.59708291555599,1028.94204285074,460.330225646553,75.2802690387261,785.682608070517,329.396302231772,366.647993347094,109.37356124926,360.133657127323,293.780297899816,1224.78944688929,18.5199941081032,6.21904058016309,38.0208580201368,1063.28287661967,7504.29711264065,60.3563867551151,57.46%,42.29%,15.18%,2.57%,6.41%,0.12%,0.15%,8.61%,0.05%,13.71%,6.13%,1.00%,10.47%,4.39%,4.89%,1.46%,4.80%,3.91%,16.32%,0.25%,0.08%,0.51%,14.17%
K04*,祈德尊,7395,59.13%,73.6391359639834,207.855406010918,4.98174241213823,1.98552199598722,270.404337426426,2.01440504248521,362.452005141527,198.908880395721,30.7503651640079,322.726659196718,267.225646405341,208.806927193202,57.7645749589455,249.982010356226,124.259909482088,1235.4078211107,8.88976756061867,4.97532782542978,187.172313680427,467.176056222923,4287.37881354581,85.4946853135046,51.13%,48.67%,2.46%,1.72%,4.85%,0.12%,0.05%,6.31%,0.05%,8.45%,4.64%,0.72%,7.53%,6.23%,4.87%,1.35%,5.83%,2.90%,28.81%,0.21%,0.12%,4.37%,10.90%
K05,福來,7419,57.22%,78,200,2,4,295,2,258,122,18,267,313,184,48,1469,103,349,10,3,32,378,4135,110,45.97%,53.78%,-7.81%,1.89%,4.84%,0.05%,0.10%,7.13%,0.05%,6.24%,2.95%,0.44%,6.46%,7.57%,4.45%,1.16%,35.53%,2.49%,8.44%,0.24%,0.07%,0.77%,9.14%
K06,愉景,9759,74.54%,118,379,3,7,505,2,2650,172,35,818,292,450,90,166,222,394,15,12,16,883,7229,45,52.36%,47.43%,4.92%,1.63%,5.24%,0.04%,0.10%,6.99%,0.03%,36.66%,2.38%,0.48%,11.32%,4.04%,6.22%,1.24%,2.30%,3.07%,5.45%,0.21%,0.17%,0.22%,12.21%
K07*,荃灣中心,8026,62.54%,138.964364807731,405.582041473727,5.65552647473324,8.0793235353332,417.701026776726,2.42379706059996,632.61103281659,172.89752365613,29.8934970807328,483.951479766459,219.757600161063,259.346285484196,75.9456412321321,193.903764847997,135.732635393598,1013.14717133078,12.9269176565331,10.5031205959332,17.774511777733,739.258103482988,4976.05536541172,43.6283470907993,58.37%,41.37%,17.00%,2.79%,8.15%,0.11%,0.16%,8.39%,0.05%,12.71%,3.47%,0.60%,9.73%,4.42%,5.21%,1.53%,3.90%,2.73%,20.36%,0.26%,0.21%,0.36%,14.86%
K08*,荃威,9432,65.03%,137.42527450444,389.255262660673,3.42032771823225,9.80781664008997,459.238368416386,2.51977302711162,822.589586725903,304.410426921711,42.3164841472293,591.221474576517,268.621387041352,314.258188055157,83.487335073878,222.259001116391,228.566293524432,1299.98496573772,6.87710210216691,11.3514513515147,25.8619180908867,853.998945550836,6077.47138298263,55.8399933416809,55.34%,44.55%,10.79%,2.26%,6.40%,0.06%,0.16%,7.56%,0.04%,13.54%,5.01%,0.70%,9.73%,4.42%,5.17%,1.37%,3.66%,3.76%,21.39%,0.11%,0.19%,0.43%,14.05%
K09*,麗濤,10269,68.41%,153.073913000569,453.841734856048,3.06539913309823,14.059453757362,559.376097363577,2.02972687868101,945.267602902275,341.262834402857,57.4161763015342,875.005124813715,328.577147595038,276.639403421158,88.4876706379394,280.021427750309,278.463011913818,1273.46262342525,12.0829736274189,8.05187985509994,24.1296996377498,1000.90264630694,6975.21654758044,50.3097682090307,58.01%,41.81%,16.20%,2.19%,6.51%,0.04%,0.20%,8.02%,0.03%,13.55%,4.89%,0.82%,12.54%,4.71%,3.97%,1.27%,4.01%,3.99%,18.26%,0.17%,0.12%,0.35%,14.35%
K10*,汀深,7414,70.29%,98.2114285714286,258.045714285714,6.41904761904762,9.62857142857143,374.872380952381,3.85142857142857,1191.37523809524,313.249523809524,55.2038095238095,665.013333333333,252.268571428571,211.828571428571,72.5352380952381,148.28,167.537142857143,541.767619047619,16.047619047619,4.49333333333333,16.6895238095238,769.64380952381,5176.96190476191,34.0209523809524,55.85%,43.84%,12.00%,1.90%,4.98%,0.12%,0.19%,7.24%,0.07%,23.01%,6.05%,1.07%,12.85%,4.87%,4.09%,1.40%,2.86%,3.24%,10.46%,0.31%,0.09%,0.32%,14.87%
K11*,荃灣西,9914,71.78%,171.941406304824,468.755262686727,8.29501617975038,10.9202497258857,561.190850375024,5.36571451334906,1016.63741827234,303.638055125249,54.7172532628346,876.979020047677,298.547018667475,294.98078590048,92.4631633893747,287.187063665739,253.187086404677,1250.66429870674,13.1686732574135,6.95276551322962,23.9386008198577,1068.01491319523,7067.54461601388,48.9977131641385,58.25%,41.56%,16.69%,2.43%,6.63%,0.12%,0.15%,7.94%,0.08%,14.38%,4.30%,0.77%,12.41%,4.22%,4.17%,1.31%,4.06%,3.58%,17.70%,0.19%,0.10%,0.34%,15.11%
K12*,荃灣郊區,8821,68.99%,100.788571428571,359.954285714286,7.58095238095238,13.3714285714286,441.127619047619,4.14857142857143,1297.62476190476,407.750476190476,77.7961904761905,702.986666666667,312.731428571429,221.171428571429,75.4647619047619,206.72,179.462857142857,754.232380952381,20.952380952381,10.5066666666667,12.3104761904762,833.356190476191,6040.0380952381,45.9790476190476,53.81%,45.85%,7.96%,1.67%,5.96%,0.13%,0.22%,7.30%,0.07%,21.48%,6.75%,1.29%,11.64%,5.18%,3.66%,1.25%,3.42%,2.97%,12.49%,0.35%,0.17%,0.20%,13.80%
K13,馬灣,6182,72.45%,173,254,3,3,280,1,799,161,91,565,251,242,39,130,206,354,9,12,14,861,4448,31,65.13%,34.67%,30.46%,3.89%,5.71%,0.07%,0.07%,6.29%,0.02%,17.96%,3.62%,2.05%,12.70%,5.64%,5.44%,0.88%,2.92%,4.63%,7.96%,0.20%,0.27%,0.31%,19.36%
K14*,綠楊,8484,66.30%,167.536447687261,287.320961009553,8.85874667393629,8.05340606721481,370.68450744331,4.0267030336074,713.531777555233,577.429215019302,56.3738424705037,624.82192084331,246.043865202546,255.75612303949,76.0793530560506,273.815806285303,228.238059168152,875.405239506249,12.113006613881,8.09354819745219,20.2338704936305,764.840304659232,5579.25670402522,45.2218913584892,54.66%,45.12%,9.54%,3.00%,5.15%,0.16%,0.14%,6.64%,0.07%,12.79%,10.35%,1.01%,11.20%,4.41%,4.58%,1.36%,4.91%,4.09%,15.69%,0.22%,0.15%,0.36%,13.71%
K15*,梨木樹東,9437,57.11%,150.358859845002,264.265204255878,3.90897149612505,5.96965716537502,499.559437803757,1,414.050177328254,195.267831341127,75.209772757126,641.312754498884,302.292920005254,264.992118744253,69.2704584263759,323.625377643505,120.026402206752,1242.29173781689,20.6055431498752,6.84828582687508,34.0897149612505,606.529094969132,5241.47432024169,147.721660317877,56.46%,43.14%,13.32%,2.87%,5.04%,0.07%,0.11%,9.53%,0.02%,7.90%,3.73%,1.43%,12.24%,5.77%,5.06%,1.32%,6.17%,2.29%,23.70%,0.39%,0.13%,0.65%,11.57%
K16,梨木樹西,9172,53.14%,173,222,4,4,443,6,280,91,34,729,321,211,53,395,94,1188,20,7,23,414,4712,162,57.09%,42.49%,14.60%,3.67%,4.71%,0.08%,0.08%,9.40%,0.13%,5.94%,1.93%,0.72%,15.47%,6.81%,4.48%,1.12%,8.38%,1.99%,25.21%,0.42%,0.15%,0.49%,8.79%
K17*,石圍角,7462,55.25%,139.239328709959,198.736648358366,3.68098321774897,9.91527490543602,303.450648651575,4.29497735693701,277.685928064912,142.395198712393,48.0495932371103,248.638871684731,221.853230674038,195.470005586747,49.2838849247974,297.22579567885,91.4421033510911,1391.63992130209,10.0492530625579,4.44669153006193,21.4500133219936,350.049949905302,4008.9983022367,113.761460307895,45.50%,54.25%,-8.75%,3.47%,4.96%,0.09%,0.25%,7.57%,0.11%,6.93%,3.55%,1.20%,6.20%,5.53%,4.88%,1.23%,7.41%,2.28%,34.71%,0.25%,0.11%,0.54%,8.73%
K18*,象石,7366,53.91%,128.401811445039,223.998147385755,4.41004528612598,2.11506792918897,290.989913544669,1.70502264306299,268.263894606834,144.33696994648,49.7406340057637,223.048373816385,225.853849320708,189.537875669,44.4456566488267,221.148826677645,104.531494442157,1304.06834088102,14.3452037875669,0.70502264306299,13.4602717167559,416.420955125566,3871.52737752161,99.5168793742281,48.08%,51.55%,-3.47%,3.32%,5.79%,0.11%,0.05%,7.52%,0.04%,6.93%,3.73%,1.28%,5.76%,5.83%,4.90%,1.15%,5.71%,2.70%,33.68%,0.37%,0.02%,0.35%,10.76%
L01*,屯門市中心,8288,60.03%,94.6874085591143,343.978186020121,7.7469564759971,8.25879349862658,508.892866323332,2.20600451716261,627.567400412851,407.447786886134,396.433427312596,414.833639877954,246.402804997831,294.894647345922,74.7578464449091,302.941696231756,209.671075766579,174.31570307311,9.29726656806012,3.06187264018892,14.8406440947425,792.626194441792,4934.86222148878,40.3597740078026,60.76%,39.05%,21.72%,1.92%,6.97%,0.16%,0.17%,10.31%,0.04%,12.72%,8.26%,8.03%,8.41%,4.99%,5.98%,1.51%,6.14%,4.25%,3.53%,0.19%,0.06%,0.30%,16.06%
L02*,兆置,11210,59.42%,112.511884260789,719.362426991014,16.4756412565291,6.31794911720313,722.664493268125,5.09786030639747,873.691629179952,419.237691827108,785.242905798832,428.559253686977,273.65599223992,305.846619613649,95.5177850067738,313.787501131768,213.8824876666,175.919538494927,15.3344251007075,8.9521566758448,20.0369588362806,1079.55254922431,6591.64774968371,69.2568033909071,60.39%,39.38%,21.01%,1.71%,10.91%,0.25%,0.10%,10.96%,0.08%,13.25%,6.36%,11.91%,6.50%,4.15%,4.64%,1.45%,4.76%,3.24%,2.67%,0.23%,0.14%,0.30%,16.38%
L03*,兆翠,12581,60.56%,127.910840997363,670.000643282365,10.28970205302,8.28996791363336,703.018184454119,2.3189260343145,787.328991477852,374.768445261119,1270.36774593009,532.076069185202,377.356451185065,443.313843420106,101.970661292953,459.971465411328,282.803570378129,143.557674558952,17.444720872259,8.21226950471171,16.6337780651436,1205.60966883398,7543.24362011171,76.434645453511,59.24%,40.52%,18.72%,1.70%,8.88%,0.14%,0.11%,9.32%,0.03%,10.44%,4.97%,16.84%,7.05%,5.00%,5.88%,1.35%,6.10%,3.75%,1.90%,0.23%,0.11%,0.22%,15.98%
L04,安定,10126,53.30%,90,304,5,9,537,2,467,251,514,259,249,275,68,998,453,120,15,7,13,651,5287,110,54.97%,44.75%,10.21%,1.70%,5.75%,0.09%,0.17%,10.16%,0.04%,8.83%,4.75%,9.72%,4.90%,4.71%,5.20%,1.29%,18.88%,8.57%,2.27%,0.28%,0.13%,0.25%,12.31%
L05,友愛南,8478,47.15%,51,155,6,8,415,2,274,247,909,160,234,453,52,210,109,65,3,5,12,544,3914,83,55.95%,43.97%,11.98%,1.30%,3.96%,0.15%,0.20%,10.60%,0.05%,7.00%,6.31%,23.22%,4.09%,5.98%,11.57%,1.33%,5.37%,2.78%,1.66%,0.08%,0.13%,0.31%,13.90%
L06*,友愛北,8039,53.30%,72.1995593859571,239.979475470845,6.73572173787809,9.3754093441869,469.109932160516,1.65550522134703,338.094688736919,268.351784121324,712.809507261208,219.428720905229,246.278324555051,437.947166367101,59.3751114071104,268.79422371234,110.318440762099,83.2197889581644,12.5111600022594,5.77371811812955,15.8958268309499,630.894623168134,4208.74868822675,76.090956030626,59.57%,40.13%,19.44%,1.72%,5.70%,0.16%,0.22%,11.15%,0.04%,8.03%,6.38%,16.94%,5.21%,5.85%,10.41%,1.41%,6.39%,2.62%,1.98%,0.30%,0.14%,0.38%,14.99%
L07,翠興,9062,65.73%,101,385,6,7,608,2,1313,372,285,530,316,320,93,260,217,113,9,7,13,951,5908,48,59.94%,39.91%,20.02%,1.71%,6.52%,0.10%,0.12%,10.29%,0.03%,22.22%,6.30%,4.82%,8.97%,5.35%,5.42%,1.57%,4.40%,3.67%,1.91%,0.15%,0.12%,0.22%,16.10%
L08,山景,10499,46.04%,103,325,7,14,599,4,479,332,455,271,297,290,89,367,203,136,21,15,16,719,4742,92,61.73%,37.83%,23.89%,2.17%,6.85%,0.15%,0.30%,12.63%,0.08%,10.10%,7.00%,9.60%,5.71%,6.26%,6.12%,1.88%,7.74%,4.28%,2.87%,0.44%,0.32%,0.34%,15.16%
L09*,景興,8030,48.18%,58.8010642652476,244.535816618911,7.97789602947196,2.99263200982399,367.285304952927,2,339.366352844863,161.653704461727,272.115841178878,151.631600491199,214.587392550143,225.491608677855,48.9484240687679,1086.32746623005,108.668440442079,77.7789602947196,16.9631600491199,5.98526401964797,14.9705280392959,352.270568972575,3760.3520261973,108.896848137536,47.69%,51.86%,-4.18%,1.56%,6.50%,0.21%,0.08%,9.77%,0.05%,9.02%,4.30%,7.24%,4.03%,5.71%,6.00%,1.30%,28.89%,2.89%,2.07%,0.45%,0.16%,0.40%,9.37%
L10,興澤,9797,53.27%,78,441,6,9,620,2,498,230,239,258,212,262,78,1263,171,94,12,8,25,615,5121,98,54.05%,45.71%,8.34%,1.52%,8.61%,0.12%,0.18%,12.11%,0.04%,9.72%,4.49%,4.67%,5.04%,4.14%,5.12%,1.52%,24.66%,3.34%,1.84%,0.23%,0.16%,0.49%,12.01%
L11*,新墟,7443,54.65%,64.6105640941334,287.891342743568,5.8311059650602,2.34599102453072,476.145342184801,5.75817016145076,412.119791252288,697.924545962125,333.590350780706,236.732057790448,168.566059755518,167.650705188494,73.247499609046,278.119086413342,106.315239687623,107.083638444961,13.5404208112207,1.05777227518097,14.3111293082145,573.21218489733,4026.05299835004,41.4594121592031,53.89%,45.77%,8.12%,1.60%,7.15%,0.14%,0.06%,11.83%,0.14%,10.24%,17.34%,8.29%,5.88%,4.19%,4.16%,1.82%,6.91%,2.64%,2.66%,0.34%,0.03%,0.36%,14.24%
L12*,三聖,7901,59.89%,71.3454362516841,384.816550818061,5.89698883410956,14.9506555305864,370.212757013455,1.53306929960019,1086.38725408496,384.266530018951,290.314884884211,442.430699164389,198.68172912473,163.785642531965,60.2552656284835,184.842628342596,139.640305970497,223.897670854851,15.1704870650143,4.70450757929355,13.8304154067749,635.030657079204,4691.99413548342,39.933401277036,52.96%,46.72%,6.24%,1.52%,8.20%,0.13%,0.32%,7.89%,0.03%,23.15%,8.19%,6.19%,9.43%,4.23%,3.49%,1.28%,3.94%,2.98%,4.77%,0.32%,0.10%,0.29%,13.53%
L13*,恆福,9253,60.00%,77.7310642167091,490.646181996614,7.02963572394006,17.2010306977611,455.677940477905,3.47125070025471,1194.99832882412,441.390226699234,383.324235553231,527.922316428939,244.16001983801,189.950448505609,65.9044379202156,213.760438859282,169.839562461737,223.129006914638,15.6517935701017,4.21824185083397,16.1626862840211,765.991325851071,5508.16017337423,44.0210432957093,54.61%,45.10%,9.51%,1.41%,8.91%,0.13%,0.31%,8.27%,0.06%,21.70%,8.01%,6.96%,9.58%,4.43%,3.45%,1.20%,3.88%,3.08%,4.05%,0.28%,0.08%,0.29%,13.91%
L14,富新,11436,57.62%,140,389,7,4,684,4,1610,374,473,497,317,307,73,321,191,131,12,10,13,988,6545,44,55.14%,44.68%,10.47%,2.14%,5.94%,0.11%,0.06%,10.45%,0.06%,24.60%,5.71%,7.23%,7.59%,4.84%,4.69%,1.12%,4.90%,2.92%,2.00%,0.18%,0.15%,0.20%,15.10%
L15,悅湖,8592,59.79%,88,303,2,8,539,5,445,596,824,300,198,240,65,243,329,105,8,9,17,757,5081,56,55.99%,43.85%,12.14%,1.73%,5.96%,0.04%,0.16%,10.61%,0.10%,8.76%,11.73%,16.22%,5.90%,3.90%,4.72%,1.28%,4.78%,6.48%,2.07%,0.16%,0.18%,0.33%,14.90%
L16*,兆禧,7206,62.10%,53.8822307612421,370.440336483539,2.99345726451345,2.99345726451345,449.766953993146,1.49672863225672,492.423720012462,428.064388825423,428.812753141552,300.094090767473,172.872157025652,208.793644199813,66.6044241354242,214.78055872884,398.129816180289,82.3200747741199,9.72873610966871,9.72873610966871,10.4771004257971,735.64212275418,4440.04548758957,35.173122858033,62.53%,37.25%,25.28%,1.21%,8.34%,0.07%,0.07%,10.13%,0.03%,11.09%,9.64%,9.66%,6.76%,3.89%,4.70%,1.50%,4.84%,8.97%,1.85%,0.22%,0.22%,0.24%,16.57%
L17,湖景,7951,43.53%,65,209,1,3,460,2,184,212,677,160,156,199,55,245,180,49,5,4,13,499,3378,83,59.21%,40.65%,18.56%,1.92%,6.19%,0.03%,0.09%,13.62%,0.06%,5.45%,6.28%,20.04%,4.74%,4.62%,5.89%,1.63%,7.25%,5.33%,1.45%,0.15%,0.12%,0.38%,14.77%
L18,蝴蝶,9813,53.04%,69,326,3,7,492,2,445,445,797,250,234,249,63,493,480,87,14,10,19,615,5100,105,55.04%,44.69%,10.35%,1.35%,6.39%,0.06%,0.14%,9.65%,0.04%,8.73%,8.73%,15.63%,4.90%,4.59%,4.88%,1.24%,9.67%,9.41%,1.71%,0.27%,0.20%,0.37%,12.06%
L19*,樂翠,8048,64.07%,60.1592265251901,524.725492662189,2.02036183096394,7.00654273548655,481.771990730472,4.53090955869805,620.57125486191,1051.69566142583,301.795287059454,316.292843905894,185.431863074851,193.39982313687,59.4232140555305,188.495823180708,257.022193869963,99.7904779896993,9.28508298580868,6.27126389033129,11.5228995742029,726.076470210644,5107.2886832647,48.8821535238765,55.26%,44.56%,10.69%,1.18%,10.27%,0.04%,0.14%,9.43%,0.09%,12.15%,20.59%,5.91%,6.19%,3.63%,3.79%,1.16%,3.69%,5.03%,1.95%,0.18%,0.12%,0.23%,14.22%
L20*,龍門,9449,51.58%,97.9585427135678,227.834170854271,5.98618090452261,5,532.461055276382,2.97236180904523,712.005025125628,286.239949748744,776.391959798995,319.613065326633,258.695979899498,237.806532663317,64.9723618090452,284.723618090452,154.847989949749,133.889447236181,15.9861809045226,2,18,675.281407035176,4812.66582914573,60.9447236180905,53.81%,45.86%,7.94%,2.04%,4.73%,0.12%,0.10%,11.06%,0.06%,14.79%,5.95%,16.13%,6.64%,5.38%,4.94%,1.35%,5.92%,3.22%,2.78%,0.33%,0.04%,0.37%,14.03%
L21*,新景,9459,50.92%,68.1989357347524,928.464183381089,7.02210397052804,4.00736799017601,509.714695047073,1,405.633647155137,209.346295538273,460.884158821122,246.368399508801,183.412607449857,237.508391322145,99.0515759312321,369.672533769955,93.3315595579206,134.22103970528,9.03683995088007,7.01473598035203,19.0294719607041,742.729431027425,4735.6479738027,81.1031518624642,66.20%,33.61%,32.58%,1.44%,19.61%,0.15%,0.08%,10.76%,0.02%,8.57%,4.42%,9.73%,5.20%,3.87%,5.02%,2.09%,7.81%,1.97%,2.83%,0.19%,0.15%,0.40%,15.68%
L22,良景,9958,48.05%,86,381,1,6,605,8,370,240,840,237,211,255,102,320,114,103,11,4,17,776,4687,98,59.48%,40.28%,19.20%,1.83%,8.13%,0.02%,0.13%,12.91%,0.17%,7.89%,5.12%,17.92%,5.06%,4.50%,5.44%,2.18%,6.83%,2.43%,2.20%,0.23%,0.09%,0.36%,16.56%
L23,田景,11012,50.43%,116,426,4,8,674,1,404,245,391,293,269,299,104,1054,137,107,12,8,22,893,5467,86,59.28%,40.50%,18.79%,2.12%,7.79%,0.07%,0.15%,12.33%,0.02%,7.39%,4.48%,7.15%,5.36%,4.92%,5.47%,1.90%,19.28%,2.51%,1.96%,0.22%,0.15%,0.40%,16.33%
L24,寶田,8376,47.93%,60,195,4,4,283,4,1341,310,331,158,202,152,58,222,71,94,9,4,18,419,3939,76,41.13%,58.64%,-17.52%,1.52%,4.95%,0.10%,0.10%,7.18%,0.10%,34.04%,7.87%,8.40%,4.01%,5.13%,3.86%,1.47%,5.64%,1.80%,2.39%,0.23%,0.10%,0.46%,10.64%
L25,建生,10136,53.86%,110,319,4,13,629,3,546,238,946,300,281,288,84,316,181,112,18,10,26,961,5385,74,59.22%,40.45%,18.77%,2.04%,5.92%,0.07%,0.24%,11.68%,0.06%,10.14%,4.42%,17.57%,5.57%,5.22%,5.35%,1.56%,5.87%,3.36%,2.08%,0.33%,0.19%,0.48%,17.85%
L26,兆康,8569,60.15%,88,648,6,3,455,2,533,201,969,338,213,203,53,228,166,131,4,4,14,837,5096,58,59.24%,40.68%,18.56%,1.73%,12.72%,0.12%,0.06%,8.93%,0.04%,10.46%,3.94%,19.01%,6.63%,4.18%,3.98%,1.04%,4.47%,3.26%,2.57%,0.08%,0.08%,0.27%,16.42%
L27*,景峰,10013,65.17%,113.67444417325,786.101773529748,7.96446315322546,15.0688783190897,646.589301051113,5.96200142732003,882.088355679004,455.241789131601,358.202396934431,531.054432634993,324.457703254716,259.772042309977,84.7174996760544,362.649796836113,234.379656173959,175.977404146912,16.9422669873132,8.97574120407257,22.0511187904951,1180.15717535116,6472.02824076455,53.132100816164,64.77%,34.97%,29.80%,1.76%,12.15%,0.12%,0.23%,9.99%,0.09%,13.63%,7.03%,5.53%,8.21%,5.01%,4.01%,1.31%,5.60%,3.62%,2.72%,0.26%,0.14%,0.34%,18.23%
L28*,富泰,12542,46.90%,95.3287980610003,346.223419147666,14.0297848002405,11.1913245543821,822.689183066633,3.9972123321527,411.723560352053,228.371200092403,281.714545544693,248.962810325868,242.44091504916,284.838884717177,108.253893014454,1440.13316306148,137.149661132778,116.899574553486,17.1074590230642,11.043720151744,32.2374423833779,858.925621153023,5713.26217251684,169.311863569041,55.80%,43.90%,11.90%,1.67%,6.06%,0.25%,0.20%,14.40%,0.07%,7.21%,4.00%,4.93%,4.36%,4.24%,4.99%,1.89%,25.21%,2.40%,2.05%,0.30%,0.19%,0.56%,15.03%
L29,屯門鄉郊,8023,54.41%,104,229,4,11,417,3,877,386,308,290,186,202,60,215,136,106,11,7,14,763,4329,36,55.62%,44.12%,11.50%,2.40%,5.29%,0.09%,0.25%,9.63%,0.07%,20.26%,8.92%,7.11%,6.70%,4.30%,4.67%,1.39%,4.97%,3.14%,2.45%,0.25%,0.16%,0.32%,17.63%
M01*,豐年,9001,56.15%,59.0708591342818,266.804279122736,5.5225697449834,9.2368553540046,419.421585525604,3.0926474109249,432.197167459428,379.22412124682,1338.40492335472,301.527799474544,190.80101613476,317.82589908582,79.6058684364056,198.129100174048,150.486355475909,79.9118668621054,8.3521692794606,1.9750761589098,5.448035200614,746.742747775069,4993.78094241115,60.5862210523943,50.86%,48.98%,1.88%,1.18%,5.34%,0.11%,0.18%,8.40%,0.06%,8.65%,7.59%,26.80%,6.04%,3.82%,6.36%,1.59%,3.97%,3.01%,1.60%,0.17%,0.04%,0.11%,14.95%
M02*,水邊,9263,59.08%,71.5774871616895,304.94305680701,6.7802373214496,13.4944157198088,427.947365851634,6.1805285624061,1060.76999504058,312.392757003383,778.540464177592,378.177549835348,255.536709796473,254.145072523406,79.4443278859589,263.120311355825,192.549606232675,111.453078523084,15.138334489448,7.4371877514685,17.1465546188264,851.303772632553,5408.07881329062,64.6302228923172,52.52%,47.20%,5.32%,1.32%,5.64%,0.13%,0.25%,7.91%,0.11%,19.61%,5.78%,14.40%,6.99%,4.73%,4.70%,1.47%,4.87%,3.56%,2.06%,0.28%,0.14%,0.32%,15.74%
M03,南屏,10300,51.83%,64,689,3,10,582,1,387,235,1089,183,212,376,119,276,128,64,11,4,17,780,5230,109,60.31%,39.48%,20.82%,1.22%,13.17%,0.06%,0.19%,11.13%,0.02%,7.40%,4.49%,20.82%,3.50%,4.05%,7.19%,2.28%,5.28%,2.45%,1.22%,0.21%,0.08%,0.33%,14.91%
M04*,北朗,10250,53.58%,83.4776355441776,565.477991822765,7.7366923203035,16.3094514690254,508.7518761626,1.2905351802978,435.910106237994,261.058832465118,1253.698618317,227.019366011398,254.625622641391,318.949611722144,71.569733891999,274.451821505439,133.915163134753,74.5838300113042,19.529708632738,8.0330399341019,16.2451985228636,797.784792485692,5330.41962801311,161.250471331242,56.02%,43.62%,12.40%,1.57%,10.61%,0.15%,0.31%,9.54%,0.02%,8.18%,4.90%,23.52%,4.26%,4.78%,5.98%,1.34%,5.15%,2.51%,1.40%,0.37%,0.15%,0.30%,14.97%
M05*,元朗中心,7253,53.57%,40.4978582385191,207.124121601699,3.01632858863,8.9289843778195,351.513837456814,1.7746281472317,509.449348690593,244.125763517846,816.74030574582,233.955787295616,143.06701313872,279.085167956905,66.6495085675986,149.704045506054,103.681605857367,72.9280323930914,9.4233392915202,7.7925427553882,12.6995221282273,568.119823338189,3830.27756459365,54.9067926337,52.59%,47.17%,5.42%,1.06%,5.41%,0.08%,0.23%,9.18%,0.05%,13.30%,6.37%,21.32%,6.11%,3.74%,7.29%,1.74%,3.91%,2.71%,1.90%,0.25%,0.20%,0.33%,14.83%
M06*,元龍,6474,68.61%,47.3924013613509,202.359947108165,5.9474056612398,4.4687501185377,300.709160567653,1.7411925567493,1434.81319047348,175.366454097697,354.515439164417,398.405667147821,152.958815642903,206.811443995659,59.0808903686815,105.680231468062,107.551994819938,66.1605034427051,8.386143305351,3.8435137680109,5.5270454565819,773.786127856009,4415.50631838101,26.5390712767603,51.15%,48.66%,2.49%,1.07%,4.58%,0.13%,0.10%,6.81%,0.04%,32.49%,3.97%,8.03%,9.02%,3.46%,4.68%,1.34%,2.39%,2.44%,1.50%,0.19%,0.09%,0.13%,17.52%
M07*,鳳翔,7516,62.46%,60.7360874594245,263.396008242494,4.2098481269164,12.4953507012223,433.30239205971,2.4834404592536,729.758027986033,272.21247466113,715.413412686026,346.925524261671,180.766376314166,324.045876434348,73.0866318478575,169.172313318785,158.434971275021,98.1686544308497,12.1987325517753,8.2546589045169,14.4646277930792,765.583989799715,4645.10939931399,49.2468855549403,56.60%,43.14%,13.46%,1.31%,5.67%,0.09%,0.27%,9.33%,0.05%,15.71%,5.86%,15.40%,7.47%,3.89%,6.98%,1.57%,3.64%,3.41%,2.11%,0.26%,0.18%,0.31%,16.48%
